id,login,display_name,type,broadcaster_type,description,profile_image_url,offline_image_url,view_count,created_at,_channel_tags
133605388,vologbal,Vologbal,,affiliate,"Yaho ! Vtuber de 22 ans ici pour s'amusas sur un peu tout les types de jeu, Multi ou solo, il y a de tout !",https://static-cdn.jtvnw.net/jtv_user_pictures/39a540ff-4f2e-4315-a059-be972975d53d-profile_image-300x300.png,,1368.0,2016-08-31T10:51:14Z,"['PasDeSpoilers', 'PC', 'VTUBER', 'Français']"
638209276,vega_vt,Vega_VT,,affiliate,Hello! Moi c'est Vega 🌟! Je joue à pleins de jeux rigolos en parlant de pleins de choses  💜 / Rejoignez les étoiles on part à l'aventure!  ✧Vtuber FR✧,https://static-cdn.jtvnw.net/jtv_user_pictures/6e4db2d0-f143-426b-bd31-07d57471ce5f-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/82567a47-092c-43d3-aaf4-57076a339f4c-channel_offline_image-1920x1080.jpeg,21801.0,2021-01-18T18:26:38Z,"['Vtuber', 'Vtuberfr', 'Français']"
665571061,pinkayato,pinkayato,,affiliate,,https://static-cdn.jtvnw.net/jtv_user_pictures/6f5d9cfc-845b-4ad0-8ff8-fdcc18b50a61-profile_image-300x300.jpeg,,8.0,2021-03-22T15:58:39Z,"['anime', 'elle', 'vtuberfr', 'Europe', 'France', 'français', 'vtuber', 'Pokémon', 'Cosplay', 'Français']"
32886896,karraesa_tv,KARRAESA_TV,,affiliate,Live de Jeux-vidéo en tous genre par la Team KARRAESA TV. Passé un agréable moment sur notre chaîne,https://static-cdn.jtvnw.net/jtv_user_pictures/karraesa_tv-profile_image-aad23f1d1a710f7d-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/fafa2045-3ade-47c6-af40-886cb6888a7e-channel_offline_image-1920x1080.jpeg,37520.0,2012-08-09T20:41:41Z,"['Coop', 'Français']"
216319150,vampirisayle,VampirisAyle,,affiliate,"Hey ! Bienvenue sur ma chaine Twitch ! Je suis en stream tous les lundis après midi alors n'hésitez pas à passer ^^. J'essaie de mettre le programme en avance pour le lundi de la semaine suivante, pour le consulter il y a un petit onglet ""Programme"" que vous pouvez consulter librement ! ^^",https://static-cdn.jtvnw.net/jtv_user_pictures/dc74b13d-99b9-4a12-abb4-cbbac17a5f17-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/741d1707-d1ce-4d6b-9ed7-2a20f82fe884-channel_offline_image-1920x1080.png,1802.0,2018-04-23T18:20:32Z,"['VTuber', 'Français']"
472170712,amarupandaroux,AmaruPandaroux,,,"Bonjour et bienvenue sur ma chaine Twitch, cette chaîne a été créé pour vous divertir au mieux et pour que vous preniez du bon temp. Je suis ouvert à la discussion proposant un choix divers de jeux. ",https://static-cdn.jtvnw.net/jtv_user_pictures/dadfdb8a-cae0-45aa-a256-f03af666adde-profile_image-300x300.png,,4.0,2019-11-11T14:00:01Z,"['Vtuber', 'Gaming', 'discussion', 'Français']"
400525995,xamthos2000,Xamthos2000,,affiliate,"Streamer newbie. J'aime beaucoup de franchises comme//I like game franchises like: Kingdom Hearts, Nier/Drakengard, Final Fantasy, Mario, Zelda, Metroid, Fire Emblem, Xenoblade, Star Fox, Smash, Sonic, Yakuza, Monkey Ball, SMT/Persona etc.",https://static-cdn.jtvnw.net/jtv_user_pictures/b13472ca-87bb-41cc-999a-8c88e415a0bd-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1e467c3f-fd1a-468c-b60c-4cc3439f816c-channel_offline_image-1920x1080.png,0.0,2018-12-07T01:02:17Z,"['Vtuber', 'Comique', 'Badpuns', 'Heart', 'Français']"
458120894,sayaa____,Sayaa____,,,Bonjouuuuur,https://static-cdn.jtvnw.net/jtv_user_pictures/cd15692b-92a6-4ba5-8ecb-cc91287379c3-profile_image-300x300.png,,65.0,2019-08-30T14:36:52Z,"['Français', 'VTUBER', 'GachaGame', 'anglais']"
42308478,nedroghost,Nedroghost,,affiliate,"Y'a pas toujours du skill mais c'est rien, je traverse les murs. | Mail pro : Nedroghostpro@gmail.com",https://static-cdn.jtvnw.net/jtv_user_pictures/d2adc0de-13f6-4a7a-985e-8c38c7f9a4dd-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ee938328-4e20-402e-9adc-e3693bc887f8-channel_offline_image-1920x1080.png,2462.0,2013-04-10T16:43:13Z,"['Découverte', 'Chill', 'Vtuber', 'Français']"
156212629,hosarny,Hosarny,,affiliate,,https://static-cdn.jtvnw.net/jtv_user_pictures/1e4e6fd6-0ed0-4400-989c-d7df753aae1d-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a5fd5310-8c4c-4441-ab64-c83b471d6a99-channel_offline_image-1920x1080.png,18919.0,2017-05-08T13:15:45Z,"['vtuber', 'vtuberfr', 'french', 'anime', 'Français']"
177663372,nyanfuunya,NyanFuunya,,,"Nyan ! Propriètaire du Nyan Cafe, Un petit chat ayant la capacité de se transformer en humain ! Bannière fait par : @Umbrilow",https://static-cdn.jtvnw.net/jtv_user_pictures/62a15b2e-69b8-4f32-8289-1c31ab08274a-profile_image-300x300.png,,289.0,2017-10-14T10:11:08Z,"['France', 'Vtuber', 'Français']"
600511348,junoko_chan,Junoko_chan,,affiliate,Bienvenue sur la chaine TWITCH de la tigresse Junoko ! 🐅Organisation [VYSFO] : Virtual Youtuber Stream French Organisation 🎮,https://static-cdn.jtvnw.net/jtv_user_pictures/7f7404d9-6245-417d-a964-a96531d2d1d9-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/82b0f035-c27a-4679-a270-b1265c8e2cf5-channel_offline_image-1920x1080.png,4148.0,2020-10-27T11:36:18Z,"['vtuberfr', 'vtuber', 'français', 'VYSFO', 'Mii', 'NinendoSwitch', 'switch', 'miitopia', 'Français']"
841130019,djam50p,djam50p,,,chaîne youtube : @landy50p  beaucoup de warzone et sinom un peu de grand turismo 7; ufc 4 on est souvent 2 ou 3ah jouer ,https://static-cdn.jtvnw.net/jtv_user_pictures/36d79ce5-e095-4155-b3e6-c8c82f73da75-profile_image-300x300.jpeg,,0.0,2022-10-27T14:21:32Z,"['ToutPublic', 'Vtuber', 'PartieTranquille', 'ModeAventure', 'Français']"
117914482,volkianvtuber,volkianvtuber,,,Gaming & chatting ! ,https://static-cdn.jtvnw.net/jtv_user_pictures/d44b6c59-c9fe-4b94-8130-750fd2ea889c-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f20863ae-1a23-48e1-a58e-db29958775e4-channel_offline_image-1920x1080.jpeg,642.0,2016-03-06T01:08:59Z,"['Belgique', 'France', 'Vtuber', 'Français']"
87923718,wubwolf,WubWolf,,affiliate,Stream de temps à autres sans se prendre la tête :),https://static-cdn.jtvnw.net/jtv_user_pictures/5cefc00e-7fce-4462-87fe-4e03e4efa7b9-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/932117bf-c0ef-4100-96ef-51c9ce300c49-channel_offline_image-1920x1080.png,977.0,2015-04-08T16:06:25Z,"['Vtuber', 'Suisse', 'Français']"
715184437,okplonk,okPlonk,,affiliate,"🔥 Le laboratoire du streaming et du Vtubing | Shitpost, Chaos & Commu 🔥 En live le mercredi, jeudi, samedi et dimanche à 20h, le mercredi de 14h à 18h🔥 ",https://static-cdn.jtvnw.net/jtv_user_pictures/e4599394-e39b-494b-81a4-902bd04a7f8b-profile_image-300x300.png,,10558.0,2021-08-07T16:15:19Z,"['Vtuber', 'VtuberFR', 'France', 'LeCafé', 'Anime', 'plonk', 'Participation']"
180396871,kurookawaa,Kurookawaa,,affiliate,La discussion est ouverte à tout public. ♥️,https://static-cdn.jtvnw.net/jtv_user_pictures/937c2d0b-6b53-49c3-a584-b5d9b487fcbf-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7f16b605-f496-4123-9ab9-d85a2f9c7c6a-channel_offline_image-1920x1080.png,7340.0,2017-11-04T10:36:20Z,"['chill', 'Vtuber', 'Français']"
99979109,thewarlynx_,TheWarLynx_,,affiliate,"Une chaîne Twitch tenue par un chat ?! Venez vérifier ça en live, où je discute avec vous tout en jouant à des jeux sympatiques :3",https://static-cdn.jtvnw.net/jtv_user_pictures/01b1b7d7-29d6-4412-b258-4824e6ed5e34-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c1d04b3f-3f0b-46b9-bc79-f5c34038a19f-channel_offline_image-1920x1080.png,10241.0,2015-08-20T18:57:17Z,"['Détente', 'vtubing', 'vtuber', 'chat', 'chill', 'Pokémon', 'cat', 'Français']"
802934262,wisterialienne,WisteriaLienne,,affiliate,"Vtubeuse française ~ Bonjour le monde ! Je suis Wisteria Lienne, une fleur martienne qui aime streamer des jeux vidéos bienvenue sur ma chaine ~ ♥",https://static-cdn.jtvnw.net/jtv_user_pictures/59042625-2fae-4061-8a72-970f4977d761-profile_image-300x300.png,,0.0,2022-06-19T19:07:02Z,"['VtuberFR', 'Vtuber', 'Français']"
204185085,eexiel,eexiel,,affiliate,Hééé stop !!!! Je voulais te dire que tu'étais une personne merveilleuse et je te souhaite de passer une bonne journée :),https://static-cdn.jtvnw.net/jtv_user_pictures/70196c9e-66f0-4986-a554-d4f9efbcf6b0-profile_image-300x300.png,,1141.0,2018-03-10T13:12:34Z,"['Vtuber', 'Multijoueur', 'Français']"
47719928,mokasuiseitv,MokaSuiseiTV,,affiliate,Vtubeuse à ses heures perdues,https://static-cdn.jtvnw.net/jtv_user_pictures/91436e41-fc8c-4451-9dcd-fe2852d29b93-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5165590f-605e-4d15-a179-0b3c05d64f90-channel_offline_image-1920x1080.png,2083.0,2013-08-17T13:11:39Z,"['Français', 'vtuber', 'vtuberFR', 'FR', 'anime', 'détente', 'multi', 'transgenre', 'elle']"
714530577,arescathy,Arescathy,,affiliate,"Casual Vtuber[FR] (she/her) [Chill Stream - If you stream and follow me, I will follow back (except if you're a robot)] - Main Game = Genshin Impact (I play for Handsomus!) - Sometimes I play others CasualGames (FallGuys, AmongUs), DuoPuzzlesGames or BoardGames - I can also Draw!",https://static-cdn.jtvnw.net/jtv_user_pictures/156ee156-5ad7-43ad-a198-9102e0f6b032-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c05234dd-19d0-4fce-b361-f19ed846ac3e-channel_offline_image-1920x1080.png,1188.0,2021-08-05T13:09:25Z,"['Vtuber', 'VtuberFR', 'Chill', 'Français']"
193582741,aloerys,Aloerys,,,Vstreameuse démoniaque sur Twitch !! 🖤 Je joue à tout ! I can speak english and Japenese. Je fais aussi des cours de japonais. Je fais partie des streamers de @Sollarindustries,https://static-cdn.jtvnw.net/jtv_user_pictures/f8b403f8-2eb2-417d-8b1e-33e52e0f3879-profile_image-300x300.png,,661.0,2018-01-28T19:47:14Z,"['vtuber', 'vtuberfr', 'openworld', 'anime', 'Français']"
76305923,yamiyotsukiyo,YamiyoTsukiyo,,affiliate,"Bienvenue sur la chaîne de stream de Yami, je me spécialise principalement sur les jeux japonais, dont beaucoup de JRPG. Mais il m'arrive de temps à autre de faire quelques jeux triple A. N'hésiter pas a follow la chaîne si se genre de contenue vous  intéresse.",https://static-cdn.jtvnw.net/jtv_user_pictures/yamiyotsukiyo-profile_image-ac61fb9d6b2c4b7c-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/yamiyotsukiyo-channel_offline_image-6f86c6ce810d1030-1920x1080.jpeg,6975.0,2014-11-30T20:40:57Z,"['vtuber', 'Français']"
230374050,alucard_bl00d,Alucard_BL00D,,,"Alucard Blood, un vampire qui fait des stream pour le fun.",https://static-cdn.jtvnw.net/jtv_user_pictures/e75bf7e2-84a0-4b04-8d13-e7529e3d66a6-profile_image-300x300.png,,2.0,2018-06-10T20:40:34Z,"['vtuber', 'FrVtuber', 'Français']"
235539905,elieostrasgm,elieostrasGM,,affiliate,"Yo je viens conquérir Twitch sous le nom de Elieostras, je fais principalement du dessin et du gartic mais de temps en temps je vais Stream d autres jeux. PS: Ma chaine et en travaux, la DA va changer je suis Vtuber pour l instant et plein d autres choses vont arriver et changer ",https://static-cdn.jtvnw.net/jtv_user_pictures/a960382c-0f8c-4d38-af3e-a31676ee816b-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/79757a62-43d9-4eec-982e-8bd692bc3b28-channel_offline_image-1920x1080.jpeg,3.0,2018-07-01T23:47:49Z,"['français', 'chill', 'homme', 'detente', 'Français', 'Vtuber']"
67205302,df_mazashi,DF_Mazashi,,affiliate,☕Vtuber with purple hairs addicted to FFXIV and coffee.,https://static-cdn.jtvnw.net/jtv_user_pictures/b92dbe9b-28bf-4bf3-b79b-ed4b519029fd-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/aeee127c-6e29-4c54-99fb-d57427b7df67-channel_offline_image-1920x1080.png,37334.0,2014-07-25T09:35:39Z,"['Vtuber', 'Détente', 'Français']"
38203498,lilielaethervt,LilielAetherVT,,,"Gloomy boy in the streets, tired streamer in the sheets.",https://static-cdn.jtvnw.net/jtv_user_pictures/eda9102f-ce21-48fa-a01e-4a55569ee2ca-profile_image-300x300.png,,186.0,2012-12-03T23:44:10Z,"['vtuber', 'Français']"
213767281,lucidqg,LucidQG,,affiliate,Un streamer avec une télé sur la tête... 📺,https://static-cdn.jtvnw.net/jtv_user_pictures/eb78f149-1bfb-45a2-9f30-1ac887f3dcc7-profile_image-300x300.png,,2433.0,2018-04-12T16:24:21Z,"['Francais', 'VTuber', 'Français']"
266533388,sachatv_,SachaTV_,,,Salut ! La Team et la commue,https://static-cdn.jtvnw.net/jtv_user_pictures/961f9498-b20e-4a17-bf4e-16cdf37e747c-profile_image-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/a2ae1714-1d79-4ead-9b7a-088ce7b438f4-channel_offline_image-1920x1080.png,2307.0,2018-10-13T13:33:48Z,"['Vtuber', 'Français']"
409062682,albusclara,AlbusClara,,affiliate,"Ici pour passer un bon moment sur divers jeux, Solo ou Multijoueur.",https://static-cdn.jtvnw.net/jtv_user_pictures/a0eb11cb-bf20-48b7-9de6-ebb97cd4ade9-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/50f3e9b2-5b7a-4ca1-adb7-351658ec0e93-channel_offline_image-1920x1080.png,3299.0,2019-01-13T01:00:26Z,"['Vtuber', 'LGBTQIAPlus', 'Pansexuel', 'Détente', 'Genderfluid', 'Ecriture', 'vtuberFR', 'vtuber', 'Français']"
750606333,stroboce,Stroboce,,,"➡️ L'histoire engendre les prophéties, mais il n'existe pas d'histoire sans héros !➡️ Don't grow up, it's a trap !➡️Jeux Vidéos, Gameplay, Animés !",https://static-cdn.jtvnw.net/jtv_user_pictures/82ab610b-76b8-4e1b-a87a-1d8b6e886257-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/93371f7f-a6ad-47aa-a335-aaa9649145ce-channel_offline_image-1920x1080.jpeg,684.0,2021-12-07T09:45:35Z,"['France', 'PréparationDeCampagne', 'Arène', 'Vtuber', 'travail', 'Français']"
189905949,neosilfra,NeoSilfra,,affiliate,"Salut le dévoreur qui me lit et soit le bienvenu chez moi, je stream principalement le soir alors n'hésite pas à y jeter un coup d’œil quand le soleil est couché, au plaisir de ta vue !!!",https://static-cdn.jtvnw.net/jtv_user_pictures/dbaed321-e02d-4db1-9df7-0c64ae959caf-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2f94a03f-d5e0-4a69-a072-1359fc29210a-channel_offline_image-1920x1080.png,2612.0,2018-01-10T17:19:41Z,"['Vtuber', 'VtuberFr', 'Français']"
444388375,alek_kinosoft,Alek_Kinosoft,,affiliate,"Salut ! Je suis un loup-renard de 24 ans qui aspire a devenir un streamer je stream en tant que VTuber car je trouve ça marrant et original ^^, je suis un peu timide, mais quand je stream ça va ! Je me sens vraiment bien ! Multigaming au programme avec des amis ou tout seul ! :D",https://static-cdn.jtvnw.net/jtv_user_pictures/96d48012-a1b2-4139-829a-8226925ed9c9-profile_image-300x300.png,,2624.0,2019-06-27T10:39:23Z,"['vtuber', 'SafeSpace', 'Furry', 'LGBTQIAPlus', 'Multigaming', 'Chill', 'Positivité', 'Détente', 'Furmily', 'Français']"
124908814,ryukai_ryukami,Ryukai_Ryukami,,affiliate,Simple gamer qui chill sur FF14 et Tof principalement,https://static-cdn.jtvnw.net/jtv_user_pictures/fb00a071-110f-4006-8748-4c0be689b344-profile_image-300x300.png,,1186.0,2016-05-22T21:04:07Z,"['Vtuber', 'France', 'Humour', 'Chill', 'Détente', 'Français']"
266495275,princessymeko,PrincessYmeko,,affiliate,"Youtubeuse et Streameuse,  je fais des lives sur tout les jeux qui m'intéresse, et sur tout type de plate-formes. Mon but est de vous faire passer un bon moment et d'échanger avec vous en parlant de tout et de rien.",https://static-cdn.jtvnw.net/jtv_user_pictures/664238ca-0136-4ba7-bd4a-1faa7e30e374-profile_image-300x300.png,,3392.0,2018-10-13T09:18:34Z,['Français']
637309049,opti_coin,Opti_Coin,,affiliate,"Bienvenue Opti'Coin ! Une chaîne un peu spéciale qui évoluera avec divers défis communautaires ! Il est donc tout à fait normal que la chaîne soit vide et ne ressemble à rien au début, car vous serez acteur de son évolution !",https://static-cdn.jtvnw.net/jtv_user_pictures/08e5d801-017b-478b-896c-35a7d886e578-profile_image-300x300.png,,171.0,2021-01-16T19:30:18Z,['Français']
165241797,fauconv2,fauconv2,,,"Vtuber jeux video and chill au moins une fois à deux fois par semaine on Stream avec les viewers toi aussi tu peux y participer , rejoins le discord et vient t'amuser.",https://static-cdn.jtvnw.net/jtv_user_pictures/fef55507-3406-418a-b4ac-c0c3f5507d08-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/57a0a177-2d27-4328-bebb-8d568be12ece-channel_offline_image-1920x1080.jpeg,147.0,2017-07-17T15:42:09Z,"['France', 'Vtuber', 'Multijoueur', 'Français']"
577839108,syxseegoth_nvl,SyxSeeGoth_NVL,,affiliate,Je suis le Capricorne Virtuel Français du groupe Novel !,https://static-cdn.jtvnw.net/jtv_user_pictures/ac47c2c1-190a-4181-95d1-8b1d18ba3768-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c045a90c-a57c-4f48-8f83-96d9eaac053c-channel_offline_image-1920x1080.jpeg,2413.0,2020-09-03T20:59:30Z,"['vtuber', 'vtuberfr', 'NOVEL', 'Français']"
815803415,stickmanfr,StickmanFR,,,"Hello à tous ! Je suis votre Patron / Kage Stickman ! Bienvenue dans l'entreprise. Une entreprise qui est faite pour s'amuser et parler. Je joue à des jeux comme: Minecraft, GTA V, Dark Souls, et pleins d'autres ! VtuberFR",https://static-cdn.jtvnw.net/jtv_user_pictures/293fd5f1-19ab-4d34-8685-5ddfc7eea973-profile_image-300x300.png,,0.0,2022-08-07T19:55:17Z,"['Anime', 'chill', 'gaming', 'Vtuber', 'France', 'Vtuberfr', 'reaction', 'téléréalité', 'horreur', 'Français']"
276528295,beyonborder,Beyonborder,,,"Salut à tous,Je vis dans le paca et je fais des lives sur pc. Si mon travail vous intéresse vous pouvez toujours me follow, ça ne vous coûte rien et moi ça m'aide beaucoup.",https://static-cdn.jtvnw.net/jtv_user_pictures/3d644b76-1e8e-4435-81d8-210ff4991265-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/be17ccda-26af-4f51-b8ac-79177b9a0fc2-channel_offline_image-1920x1080.jpeg,779.0,2018-11-20T08:54:33Z,"['vtuber', 'Français']"
778811769,ramramfluffy,RamramFluffy,,affiliate,"Coucou à tous je m'appelle Ramram, je suis une petite barbe à papa qui aime bien faire des lives, jouer à Smash et Genshin et surtout j'adore manger des GATEAUX A LA FRAISE!!!!!!!. #Vtuber",https://static-cdn.jtvnw.net/jtv_user_pictures/a8c72f6e-b27c-4e63-925b-676c23831b39-profile_image-300x300.png,,144.0,2022-03-09T20:46:42Z,"['vtuber', 'vtuberfr', 'Français', 'ssbu', 'Smashbrosultimate']"
834333059,emupery,emupery,,,,https://static-cdn.jtvnw.net/jtv_user_pictures/e91b3ef8-0342-45b5-a9b0-22930327ca30-profile_image-300x300.png,,0.0,2022-10-01T14:22:39Z,"['Genshinimpact', 'vtuber', 'Français']"
603601732,hiwamariri,Hiwamariri,,affiliate,Hellow ! Je suis Mari~! Bienvenue au Royaume Popo où tous les Flowy et votre princesse prospèrent! Stream 20H~,https://static-cdn.jtvnw.net/jtv_user_pictures/67892259-18bb-46de-b5e3-638f5c8cc30a-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f630add9-b71a-4023-a7f3-f8701a994d5b-channel_offline_image-1920x1080.jpeg,14932.0,2020-11-04T14:24:12Z,"['VTuber', 'Streamer', 'VStreamer', 'Français']"
495246225,p0kotato,P0kotato,,affiliate,Oh..une nouvelle patate!....Passes faire un tour sur la chaîne d'une IA parfaitement stable mentalement....Une IA ? N'importe quoi!......Une humaine parfaitement stable mentalement.,https://static-cdn.jtvnw.net/jtv_user_pictures/529538e0-6b5a-4849-8578-2ef2c75ef280-profile_image-300x300.png,,10766.0,2020-02-25T18:33:18Z,"['vtuber', 'Vtuberfr', 'Anime', 'france', 'Français']"
473702987,katchanvt,KatChanVT,,affiliate,Ici y'a clairement plus de fun que de skill,https://static-cdn.jtvnw.net/jtv_user_pictures/b7cc920c-1d8a-478e-9615-ac501e8fc9a0-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/96f8c4c3-077e-4034-aaa1-3d26ddc758b1-channel_offline_image-1920x1080.png,5833.0,2019-11-20T19:12:38Z,"['anime', 'elle', 'vtuberfr', 'europe', 'france', 'vtuber', 'Français', 'manga']"
486263952,elyaska,Elyaska,,affiliate,"Je stream en moyenne 3 fois par semaine, le matin à partir de 9h30 ! Chez moi c'est des petits lives de dessin tout pipou sur l'Ipad, du Final fantasy et quelques jeux indé (ㆁᴗㆁ✿)",https://static-cdn.jtvnw.net/jtv_user_pictures/0166f1f6-d00a-4197-a6ce-71d24a50a849-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7e06c5c6-b8ec-4560-8856-9a756d1433fd-channel_offline_image-1920x1080.png,26.0,2020-01-17T19:34:02Z,"['chill', 'cute', 'art', 'gaming', 'vtuber', 'SafePlaceForEveryone', 'Détente', 'illustration', 'Français']"
274160486,irocthesbar,IrocThesbar,,,"Salut! Je suis un kekoss qui stream à ces heures perdues, qui prend rien au sérieux, juste pour la passion! Surtout des jeux indés/rétro (fgo dans mon kokoro tmtc), bienvenue!",https://static-cdn.jtvnw.net/jtv_user_pictures/7510500f-54a2-4bf1-a352-31acd4c75dbe-profile_image-300x300.png,,2.0,2018-11-11T08:57:26Z,"['FR', 'NQNT', 'Français']"
79316348,sakyoh_ch,Sakyoh_Ch,,,VTuber fan de FF XIV (beaucoup trop même) -- Stream de manière random des contenus random zzz,https://static-cdn.jtvnw.net/jtv_user_pictures/0b987199-93b5-4df4-b9ea-2e48efbd3a1d-profile_image-300x300.png,,5.0,2015-01-09T15:44:56Z,"['Vtuber', 'France', 'Français']"
62754615,kaysser_,Kaysser_,,affiliate,Quel plaisir de jouer aux jeux vidéo ! Et Lisez Berserk !,https://static-cdn.jtvnw.net/jtv_user_pictures/7628caeb-4a8a-49d4-bd6e-11599eba4beb-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/dfc477c4cedd352e-channel_offline_image-1920x1080.png,22596.0,2014-05-17T19:23:04Z,"['FFXIV', 'WEIGHTLIFTING', 'DOSCASSER', 'CAMPKNUT', 'VTUBER', 'WHATAVIE', 'BEGINNERWELCOME', 'Français']"
218443513,starknightviii,StarKnightVIII,,,"""Nerver fear, the doctor's here !"" || Parfois je fait des streams et je joue à des jeux || random baguette || I can talk in English too ! || Si vous trouvez d'où viens mon layout, vous avez mon respect éternel || If you find from where my layout is from, you'll have my eternal respect",https://static-cdn.jtvnw.net/jtv_user_pictures/f759edab-ac2a-43b0-b8d2-657be7a4dfa8-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/747d9eae-4c7e-4ec4-95e8-d9e2094d574a-channel_offline_image-1920x1080.png,32.0,2018-05-04T14:58:03Z,"['VTuber', 'VTuberFR', 'Chill', 'Français']"
24372142,bizzydee,bizzydee,,,Ta cassette préférée 📼,https://static-cdn.jtvnw.net/jtv_user_pictures/7fe88394-9a00-4ff8-9470-682ca85cba85-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/705964bc-7eb1-4052-862c-388dc098cbd2-channel_offline_image-1920x1080.png,1293.0,2011-08-26T17:21:00Z,"['characteranimator', 'vtuber', 'motion', 'animation', 'Français']"
839058314,kuristreams,KuriStreams,,,"Corvidée draconique, à votre service !",https://static-cdn.jtvnw.net/jtv_user_pictures/3f6f6bf0-ba3a-47e2-b6e0-dd5b881a5282-profile_image-300x300.png,,0.0,2022-10-21T01:28:38Z,"['Comfy', 'VTuber', 'Furry', 'Chill', 'Gaming', 'Francais', 'Transgenre', 'MMORPG', 'Français']"
136935490,capitaine_orphy,Capitaine_Orphy,,affiliate,"Hey yooooo ! Moi c'est Orphy, capitaine de l'équipage des Souriants, un jour je serais le roi des Streamers !",https://static-cdn.jtvnw.net/jtv_user_pictures/7740d036-6d9e-449c-b824-f0170fdd55f8-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e1d39f57-3d51-41b4-85ec-6207a28cd7da-channel_offline_image-1920x1080.png,1483.0,2016-10-12T22:04:43Z,"['france', 'vtuberfr', 'discussion', 'yaoi', 'VTuber', 'playingWithviewers', 'NoBacksitting', 'ChallengeRun', 'firstimeplaythough', 'Français']"
252713718,octavink,Octavink,,,Youtuber.se / V-Streamer.se à temps partiel,https://static-cdn.jtvnw.net/jtv_user_pictures/7999d0e3-c651-45d3-a0df-45465a216dfc-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f28f3080-c1f8-40ef-8a2d-55ce8797b426-channel_offline_image-1920x1080.jpeg,520.0,2018-08-28T15:21:49Z,"['Vtuber', 'LGBTQIAPlus', 'Genderfluid', 'Français']"
835859723,arachne_vtuber,Arachne_VTuber,,,"VTuber Français!Je suis une grosse fan de Genshin et Cyberpunk!Modèle fait par mes soins, avec amour💕 Trailer de la chaine ci-dessous⬇⬇⬇⬇⬇https://www.youtube.com/watch?v=STeXgqe7IK0",https://static-cdn.jtvnw.net/jtv_user_pictures/1d707dcd-d827-4c1b-a454-42b91e67f590-profile_image-300x300.png,,0.0,2022-10-08T15:05:18Z,"['VTuber', 'Chill', 'Français']"
31970395,unsimplegeek,UnSimpleGeek,,affiliate,Padawan streamer in Montréal!,https://static-cdn.jtvnw.net/jtv_user_pictures/c0408243-0f34-42d3-a021-93f20216d078-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/56da183d-9d00-4ffd-92b3-97527538c65b-channel_offline_image-1920x1080.png,743.0,2012-07-08T13:38:03Z,"['VTuber', 'France', 'Français', 'French', 'Québec', 'Chill']"
61448741,kaellyane,Kaellyane,,affiliate,,https://static-cdn.jtvnw.net/jtv_user_pictures/5148b6fa-8efe-4439-99e4-05aecbbca655-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/42242193-8f00-48b4-96b2-4fc1b3fa4e83-channel_offline_image-1920x1080.png,19500.0,2014-04-23T01:35:07Z,"['VTuber', 'Français']"
